Transaction_ID,Date,Customer_ID,Product,Quantity,Payment_Method,Country,Discount_Percentage,Shipping_Cost,Delivery_Days,Customer_Rating,Return_Status,Unit_Price,Total_Price_Before_Discount,Discount_Amount,Price_After_Discount,Final_Total,Category
TXN_0004956,2023-07-26,CUST_00592,Screen Protector,8,PayPal,UK,10,15.0,21.0,5.0,No,87,696,69.60000000000001,626.4,641.4,Accessories
TXN_0004774,2023-07-26,CUST_00174,Microphone,4,Apple Pay,USA,0,5.0,10.0,5.0,No,106,424,0.0,424.0,429.0,Peripherals
TXN_0000138,2023-07-26,CUST_00544,Laptop,2,Credit Card,Germany,10,10.0,,5.0,Yes,1066,2132,213.20000000000002,1918.8,1928.8,Electronics
TXN_0004839,2023-07-26,CUST_00472,Laptop,1,Google Pay,UK,0,10.0,10.0,4.0,No,1064,1064,0.0,1064.0,1074.0,Electronics
TXN_0001875,2023-07-26,CUST_00537,Hard Drive,6,Debit Card,Japan,5,10.0,24.0,3.0,No,112,672,33.6,638.4,648.4,Storage
TXN_0004748,2023-07-26,CUST_00680,Tablet,1,Debit Card,Australia,0,20.0,11.0,5.0,No,563,563,0.0,563.0,583.0,Electronics
TXN_0004622,2023-07-26,CUST_00278,Screen Protector,1,Credit Card,Japan,10,20.0,20.0,5.0,No,90,90,9.0,81.0,101.0,Accessories
TXN_0003070,2023-07-26,CUST_00343,Router,2,Debit Card,Japan,0,15.0,3.0,5.0,No,122,244,0.0,244.0,259.0,Networking
TXN_0004913,2023-07-26,CUST_00158,Microphone,7,Credit Card,Germany,0,20.0,5.0,5.0,No,134,938,0.0,938.0,958.0,Peripherals
TXN_0002276,2023-07-27,CUST_00291,Smartphone,5,Google Pay,France,20,0.0,,4.0,Yes,864,4320,864.0,3456.0,3456.0,Electronics
TXN_0000280,2023-07-27,CUST_00725,Screen Protector,8,Debit Card,Japan,0,10.0,17.0,2.0,No,19,152,0.0,152.0,162.0,Accessories
TXN_0004844,2023-07-27,CUST_00216,Headphones,8,Bank Transfer,Japan,10,20.0,19.0,5.0,No,212,1696,169.60000000000002,1526.4,1546.4,Accessories
TXN_0001732,2023-07-27,CUST_00850,Keyboard,5,Apple Pay,Germany,0,10.0,7.0,5.0,Yes,88,440,0.0,440.0,450.0,Peripherals
TXN_0004309,2023-07-27,CUST_00974,Speaker,3,PayPal,Australia,0,20.0,26.0,5.0,No,252,756,0.0,756.0,776.0,Accessories
TXN_0001838,2023-07-27,CUST_00940,Laptop,1,Bank Transfer,France,0,15.0,15.0,5.0,No,978,978,0.0,978.0,993.0,Electronics
TXN_0003666,2023-07-28,CUST_00404,Charger,2,Bank Transfer,France,0,0.0,10.0,5.0,Yes,104,208,0.0,208.0,208.0,Accessories
TXN_0002263,2023-07-28,CUST_00386,Speaker,2,Debit Card,Germany,10,15.0,12.0,4.0,No,266,532,53.2,478.8,493.8,Accessories
TXN_0001290,2023-07-28,CUST_00858,Monitor,8,Bank Transfer,Australia,10,20.0,2.0,3.0,No,495,3960,396.0,3564.0,3584.0,Peripherals
TXN_0002682,2023-07-28,CUST_00586,Smartphone,3,Apple Pay,Canada,10,20.0,13.0,1.0,No,880,2640,264.0,2376.0,2396.0,Electronics
TXN_0003726,2023-07-29,CUST_00563,USB Cable,7,Google Pay,India,0,15.0,22.0,4.0,No,38,266,0.0,266.0,281.0,Accessories
TXN_0003071,2023-07-29,CUST_00436,Charger,6,Apple Pay,France,5,10.0,4.0,5.0,No,15,90,4.5,85.5,95.5,Accessories
TXN_0001677,2023-07-29,CUST_00666,Laptop,1,Apple Pay,Germany,5,15.0,,5.0,Yes,990,990,49.5,940.5,955.5,Electronics
TXN_0003295,2023-07-29,CUST_00864,Webcam,1,Apple Pay,UK,0,10.0,24.0,4.0,No,90,90,0.0,90.0,100.0,Peripherals
TXN_0004238,2023-07-29,CUST_00161,Microphone,2,Credit Card,Australia,10,15.0,24.0,4.0,No,83,166,16.6,149.4,164.4,Peripherals
TXN_0002954,2023-07-29,CUST_00636,Speaker,5,Bank Transfer,Germany,20,10.0,27.0,4.0,No,164,820,164.0,656.0,666.0,Accessories
TXN_0001113,2023-07-29,CUST_00622,USB Cable,5,PayPal,Canada,0,5.0,9.0,5.0,No,60,300,0.0,300.0,305.0,Accessories
TXN_0003905,2023-07-29,CUST_00358,USB Cable,9,Apple Pay,Germany,0,0.0,1.0,4.0,No,108,972,0.0,972.0,972.0,Accessories
TXN_0001156,2023-07-29,CUST_00743,Speaker,2,Apple Pay,India,5,20.0,25.0,2.0,No,190,380,19.0,361.0,381.0,Accessories
TXN_0003008,2023-07-30,CUST_00070,Tablet,3,Bank Transfer,France,0,15.0,6.0,5.0,Yes,461,1383,0.0,1383.0,1398.0,Electronics
TXN_0002729,2023-07-30,CUST_00993,Charger,1,Debit Card,Japan,0,15.0,19.0,4.0,No,23,23,0.0,23.0,38.0,Accessories
TXN_0004713,2023-07-30,CUST_00543,Microphone,5,Debit Card,India,0,25.0,12.0,5.0,No,114,570,0.0,570.0,595.0,Peripherals
TXN_0004862,2023-07-30,CUST_00815,Laptop,1,PayPal,USA,0,25.0,17.0,5.0,Yes,1058,1058,0.0,1058.0,1083.0,Electronics
TXN_0002691,2023-07-30,CUST_00082,Screen Protector,6,Credit Card,UK,0,20.0,,2.0,Yes,20,120,0.0,120.0,140.0,Accessories
TXN_0002535,2023-07-30,CUST_00045,Webcam,5,Apple Pay,Germany,0,20.0,18.0,4.0,No,134,670,0.0,670.0,690.0,Peripherals
TXN_0004396,2023-07-31,CUST_00570,Charger,2,Google Pay,UK,0,15.0,4.0,5.0,No,49,98,0.0,98.0,113.0,Accessories
TXN_0004104,2023-07-31,CUST_00412,Charger,3,Debit Card,USA,10,0.0,,4.0,Yes,109,327,32.7,294.3,294.3,Accessories
TXN_0000905,2023-07-31,CUST_00918,Charger,8,Debit Card,Canada,20,20.0,4.0,5.0,No,1,8,1.6,6.4,26.4,Accessories
TXN_0004950,2023-07-31,CUST_00218,Router,5,Google Pay,Germany,5,0.0,29.0,2.0,No,231,1155,57.75,1097.25,1097.25,Networking
TXN_0004516,2023-08-01,CUST_00892,Mouse,5,Bank Transfer,Australia,5,15.0,17.0,3.0,No,5,25,1.25,23.75,38.75,Peripherals
TXN_0003319,2023-08-01,CUST_00215,Charger,5,Apple Pay,Japan,0,20.0,3.0,5.0,No,132,660,0.0,660.0,680.0,Accessories
TXN_0004130,2023-08-01,CUST_00647,Keyboard,6,Bank Transfer,Japan,20,10.0,28.0,3.0,No,190,1140,228.0,912.0,922.0,Peripherals
TXN_0000667,2023-08-01,CUST_00962,Mouse,7,Google Pay,Canada,5,5.0,15.0,5.0,No,148,1036,51.800000000000004,984.2,989.2,Peripherals
TXN_0002459,2023-08-01,CUST_00963,Laptop,9,Google Pay,UK,0,10.0,15.0,4.0,No,999,8991,0.0,8991.0,9001.0,Electronics
TXN_0002456,2023-08-01,CUST_00110,Charger,3,Credit Card,Canada,10,20.0,3.0,5.0,No,8,24,2.4000000000000004,21.6,41.6,Accessories
TXN_0002622,2023-08-01,CUST_00494,Charger,3,Apple Pay,Germany,0,25.0,10.0,3.0,No,89,267,0.0,267.0,292.0,Accessories
TXN_0002915,2023-08-01,CUST_00657,Speaker,6,Debit Card,India,0,15.0,3.0,2.0,No,168,1008,0.0,1008.0,1023.0,Accessories
TXN_0003457,2023-08-02,CUST_00804,Microphone,6,Debit Card,India,0,15.0,4.0,4.0,No,190,1140,0.0,1140.0,1155.0,Peripherals
TXN_0003199,2023-08-02,CUST_00409,Router,4,Bank Transfer,India,20,25.0,26.0,5.0,No,245,980,196.0,784.0,809.0,Networking
TXN_0000853,2023-08-02,CUST_00766,Headphones,2,Bank Transfer,Germany,0,20.0,9.0,5.0,No,154,308,0.0,308.0,328.0,Accessories
TXN_0001785,2023-08-02,CUST_00037,Laptop,8,Apple Pay,Japan,5,10.0,3.0,4.0,Yes,1075,8600,430.0,8170.0,8180.0,Electronics
TXN_0002912,2023-08-02,CUST_00522,Microphone,1,PayPal,India,15,20.0,6.0,4.0,No,92,92,13.799999999999999,78.2,98.2,Peripherals
TXN_0003824,2023-08-02,CUST_00259,USB Cable,6,Apple Pay,Canada,0,0.0,10.0,5.0,No,26,156,0.0,156.0,156.0,Accessories
TXN_0004470,2023-08-02,CUST_00383,Headphones,8,Credit Card,Japan,5,25.0,21.0,2.0,No,179,1432,71.60000000000001,1360.4,1385.4,Accessories
TXN_0000595,2023-08-03,CUST_00388,Screen Protector,5,PayPal,Canada,0,0.0,25.0,4.0,No,-32,-160,-0.0,-160.0,-160.0,Accessories
TXN_0004275,2023-08-03,CUST_00372,Router,5,Bank Transfer,UK,0,25.0,11.0,4.0,No,160,800,0.0,800.0,825.0,Networking
TXN_0004273,2023-08-03,CUST_00619,Microphone,8,PayPal,UK,10,5.0,2.0,5.0,No,129,1032,103.2,928.8,933.8,Peripherals
TXN_0004944,2023-08-03,CUST_00202,Monitor,9,Bank Transfer,France,15,10.0,29.0,4.0,No,463,4167,625.05,3541.95,3551.95,Peripherals
TXN_0003607,2023-08-03,CUST_00522,Smartphone,7,Google Pay,France,0,10.0,20.0,3.0,Yes,750,5250,0.0,5250.0,5260.0,Electronics
TXN_0000011,2023-08-03,CUST_00642,USB Cable,8,Apple Pay,Canada,20,10.0,5.0,,No,-10,-80,-16.0,-64.0,-54.0,Accessories
TXN_0001191,2023-08-03,CUST_00355,Hard Drive,9,Google Pay,India,0,20.0,13.0,4.0,Yes,201,1809,0.0,1809.0,1829.0,Storage
TXN_0002342,2023-08-04,CUST_00284,Tablet,2,PayPal,Australia,0,15.0,4.0,4.0,No,569,1138,0.0,1138.0,1153.0,Electronics
TXN_0001404,2023-08-04,CUST_00217,USB Cable,3,Bank Transfer,UK,0,0.0,20.0,3.0,No,-12,-36,-0.0,-36.0,-36.0,Accessories
TXN_0001992,2023-08-04,CUST_00008,Smartphone,9,Google Pay,Australia,0,10.0,4.0,5.0,Yes,826,7434,0.0,7434.0,7444.0,Electronics
TXN_0001600,2023-08-04,CUST_00416,Smartphone,5,Debit Card,USA,10,15.0,11.0,4.0,No,760,3800,380.0,3420.0,3435.0,Electronics
TXN_0001550,2023-08-04,CUST_00950,Monitor,3,Debit Card,Canada,5,5.0,15.0,5.0,No,473,1419,70.95,1348.05,1353.05,Peripherals
TXN_0003496,2023-08-04,CUST_00277,Router,2,Apple Pay,UK,0,0.0,29.0,4.0,No,121,242,0.0,242.0,242.0,Networking
TXN_0001082,2023-08-04,CUST_00522,Laptop,3,Bank Transfer,Australia,5,10.0,4.0,4.0,No,958,2874,143.70000000000002,2730.3,2740.3,Electronics
TXN_0000876,2023-08-04,CUST_00782,Keyboard,6,Bank Transfer,Canada,15,20.0,2.0,3.0,No,102,612,91.8,520.2,540.2,Peripherals
TXN_0003877,2023-08-04,CUST_00049,Webcam,7,Debit Card,Germany,5,15.0,25.0,3.0,No,45,315,15.75,299.25,314.25,Peripherals
TXN_0001995,2023-08-05,CUST_00191,Smartphone,9,Credit Card,Australia,0,0.0,6.0,4.0,Yes,848,7632,0.0,7632.0,7632.0,Electronics
TXN_0002563,2023-08-05,CUST_00631,Router,2,Debit Card,Japan,15,0.0,3.0,5.0,No,238,476,71.39999999999999,404.6,404.6,Networking
TXN_0004795,2023-08-05,CUST_00941,Tablet,9,Google Pay,Australia,5,5.0,6.0,4.0,Yes,577,5193,259.65000000000003,4933.35,4938.35,Electronics
TXN_0001379,2023-08-05,CUST_00747,Smartphone,8,Google Pay,Australia,0,15.0,23.0,4.0,No,782,6256,0.0,6256.0,6271.0,Electronics
TXN_0000625,2023-08-05,CUST_00145,USB Cable,9,Bank Transfer,Canada,0,0.0,14.0,3.0,No,34,306,0.0,306.0,306.0,Accessories
TXN_0000552,2023-08-05,CUST_00653,Router,4,Apple Pay,Australia,5,5.0,6.0,2.0,No,162,648,32.4,615.6,620.6,Networking
TXN_0000732,2023-08-05,CUST_00901,Microphone,6,PayPal,Japan,5,10.0,9.0,5.0,No,111,666,33.300000000000004,632.7,642.7,Peripherals
TXN_0000092,2023-08-05,CUST_00224,USB Cable,1,Apple Pay,Australia,0,0.0,12.0,5.0,No,-5,-5,-0.0,-5.0,-5.0,Accessories
TXN_0001110,2023-08-06,CUST_00280,USB Cable,2,Google Pay,India,0,0.0,11.0,3.0,No,63,126,0.0,126.0,126.0,Accessories
TXN_0004286,2023-08-06,CUST_00464,Mouse,1,Google Pay,Germany,5,5.0,27.0,4.0,No,47,47,2.35,44.65,49.65,Peripherals
TXN_0003694,2023-08-06,CUST_00122,Smartphone,6,Bank Transfer,UK,0,10.0,21.0,5.0,No,872,5232,0.0,5232.0,5242.0,Electronics
TXN_0003838,2023-08-06,CUST_00712,Hard Drive,6,PayPal,Japan,0,25.0,24.0,3.0,No,178,1068,0.0,1068.0,1093.0,Storage
TXN_0000472,2023-08-06,CUST_00203,Speaker,1,Bank Transfer,Australia,5,10.0,13.0,4.0,No,180,180,9.0,171.0,181.0,Accessories
TXN_0001533,2023-08-06,CUST_00423,Headphones,9,PayPal,France,10,10.0,13.0,1.0,No,227,2043,204.3,1838.7,1848.7,Accessories
TXN_0002025,2023-08-06,CUST_00487,Charger,9,Bank Transfer,Germany,0,25.0,17.0,4.0,No,75,675,0.0,675.0,700.0,Accessories
TXN_0000134,2023-08-06,CUST_00830,Smartphone,7,Google Pay,France,5,5.0,2.0,5.0,No,830,5810,290.5,5519.5,5524.5,Electronics
TXN_0002229,2023-08-06,CUST_00361,Hard Drive,7,Credit Card,USA,5,20.0,,5.0,Yes,201,1407,70.35000000000001,1336.65,1356.65,Storage
TXN_0003023,2023-08-06,CUST_00816,Keyboard,9,PayPal,Japan,0,5.0,12.0,5.0,No,120,1080,0.0,1080.0,1085.0,Peripherals
TXN_0003075,2023-08-07,CUST_00186,USB Cable,3,Debit Card,Japan,0,5.0,27.0,4.0,No,96,288,0.0,288.0,293.0,Accessories
TXN_0004318,2023-08-07,CUST_00865,Monitor,2,Google Pay,Japan,0,5.0,29.0,5.0,No,439,878,0.0,878.0,883.0,Peripherals
TXN_0000215,2023-08-08,CUST_00238,Monitor,7,Google Pay,Canada,0,15.0,28.0,5.0,No,468,3276,0.0,3276.0,3291.0,Peripherals
TXN_0002551,2023-08-08,CUST_00704,Laptop,4,Debit Card,Japan,5,20.0,9.0,3.0,No,958,3832,191.60000000000002,3640.4,3660.4,Electronics
TXN_0000642,2023-08-08,CUST_00836,Keyboard,7,Google Pay,Germany,20,15.0,16.0,,No,83,581,116.2,464.8,479.8,Peripherals
TXN_0004721,2023-08-08,CUST_00768,Laptop,9,Credit Card,UK,5,20.0,20.0,5.0,Yes,1099,9891,494.55,9396.45,9416.45,Electronics
TXN_0002810,2023-08-08,CUST_00661,Monitor,2,Credit Card,Australia,0,10.0,21.0,1.0,No,366,732,0.0,732.0,742.0,Peripherals
TXN_0002167,2023-08-08,CUST_00001,Screen Protector,2,Apple Pay,Canada,0,20.0,6.0,,No,31,62,0.0,62.0,82.0,Accessories
TXN_0002044,2023-08-08,CUST_00013,Smartphone,2,Google Pay,India,0,15.0,10.0,4.0,No,797,1594,0.0,1594.0,1609.0,Electronics
TXN_0002812,2023-08-08,CUST_00816,Charger,4,Debit Card,France,0,20.0,18.0,4.0,No,37,148,0.0,148.0,168.0,Accessories
TXN_0000343,2023-08-08,CUST_00750,Microphone,1,Google Pay,India,0,15.0,3.0,4.0,No,157,157,0.0,157.0,172.0,Peripherals
TXN_0002966,2023-08-08,CUST_00253,Speaker,8,PayPal,Germany,20,0.0,7.0,5.0,No,274,2192,438.40000000000003,1753.6,1753.6,Accessories
TXN_0000466,2023-08-08,CUST_00242,Webcam,4,Debit Card,USA,0,20.0,1.0,4.0,No,94,376,0.0,376.0,396.0,Peripherals
TXN_0004060,2023-08-09,CUST_00907,Headphones,9,Google Pay,India,5,25.0,11.0,5.0,No,113,1017,50.85,966.15,991.15,Accessories
TXN_0002096,2023-08-09,CUST_00592,Keyboard,2,PayPal,USA,0,10.0,1.0,5.0,No,180,360,0.0,360.0,370.0,Peripherals
TXN_0002713,2023-08-09,CUST_00247,Speaker,6,PayPal,India,5,5.0,26.0,3.0,No,269,1614,80.7,1533.3,1538.3,Accessories
TXN_0004671,2023-08-09,CUST_00129,Speaker,4,Bank Transfer,India,0,25.0,11.0,4.0,No,189,756,0.0,756.0,781.0,Accessories
TXN_0002423,2023-08-09,CUST_00967,Mouse,2,PayPal,Japan,15,10.0,18.0,4.0,No,132,264,39.6,224.4,234.4,Peripherals
TXN_0002597,2023-08-10,CUST_00226,Laptop,3,Bank Transfer,Australia,0,5.0,28.0,5.0,No,1055,3165,0.0,3165.0,3170.0,Electronics
TXN_0004765,2023-08-10,CUST_00069,Screen Protector,6,Apple Pay,India,0,10.0,2.0,4.0,No,-30,-180,-0.0,-180.0,-170.0,Accessories
TXN_0001213,2023-08-10,CUST_00962,Tablet,4,Google Pay,France,0,5.0,,5.0,Yes,502,2008,0.0,2008.0,2013.0,Electronics
TXN_0003127,2023-08-10,CUST_00972,Router,2,Debit Card,UK,15,15.0,,5.0,Yes,236,472,70.8,401.2,416.2,Networking
TXN_0001661,2023-08-10,CUST_00997,Screen Protector,4,Google Pay,France,0,5.0,29.0,5.0,No,-18,-72,-0.0,-72.0,-67.0,Accessories
TXN_0004917,2023-08-10,CUST_00440,Microphone,9,PayPal,Germany,5,10.0,,5.0,Yes,72,648,32.4,615.6,625.6,Peripherals
TXN_0001822,2023-08-11,CUST_00875,USB Cable,8,Debit Card,Japan,10,5.0,3.0,5.0,No,-14,-112,-11.200000000000001,-100.8,-95.8,Accessories
TXN_0000591,2023-08-11,CUST_00571,Microphone,1,Debit Card,USA,5,10.0,29.0,5.0,No,143,143,7.15,135.85,145.85,Peripherals
TXN_0004953,2023-08-11,CUST_00222,Speaker,6,Apple Pay,Australia,0,25.0,25.0,5.0,No,254,1524,0.0,1524.0,1549.0,Accessories
TXN_0001999,2023-08-11,CUST_00990,Tablet,4,Credit Card,France,5,10.0,9.0,1.0,No,536,2144,107.2,2036.8,2046.8,Electronics
TXN_0001646,2023-08-11,CUST_00195,Webcam,5,Debit Card,Japan,0,5.0,5.0,5.0,No,150,750,0.0,750.0,755.0,Peripherals
TXN_0000485,2023-08-11,CUST_00861,USB Cable,5,Credit Card,Japan,0,5.0,,5.0,Yes,70,350,0.0,350.0,355.0,Accessories
TXN_0000951,2023-08-11,CUST_00836,Screen Protector,2,Credit Card,Japan,5,0.0,4.0,5.0,No,48,96,4.800000000000001,91.2,91.2,Accessories
TXN_0001438,2023-08-11,CUST_00949,Screen Protector,3,Debit Card,Canada,10,20.0,7.0,1.0,Yes,62,186,18.6,167.4,187.4,Accessories
TXN_0002553,2023-08-11,CUST_00185,Speaker,9,Bank Transfer,Australia,10,15.0,26.0,4.0,No,250,2250,225.0,2025.0,2040.0,Accessories
TXN_0003323,2023-08-11,CUST_00744,Hard Drive,3,Bank Transfer,Australia,10,10.0,26.0,5.0,No,96,288,28.8,259.2,269.2,Storage
TXN_0003909,2023-08-11,CUST_00514,Charger,2,Apple Pay,USA,0,0.0,26.0,4.0,No,52,104,0.0,104.0,104.0,Accessories
TXN_0002663,2023-08-12,CUST_00318,USB Cable,5,Bank Transfer,Germany,0,25.0,29.0,5.0,No,21,105,0.0,105.0,130.0,Accessories
TXN_0001638,2023-08-12,CUST_00691,USB Cable,2,Credit Card,Australia,10,15.0,16.0,5.0,No,67,134,13.4,120.6,135.6,Accessories
TXN_0001589,2023-08-12,CUST_00679,Headphones,9,Apple Pay,India,0,10.0,19.0,3.0,No,142,1278,0.0,1278.0,1288.0,Accessories
TXN_0001657,2023-08-12,CUST_00425,Keyboard,3,Credit Card,USA,5,15.0,5.0,4.0,No,109,327,16.35,310.65,325.65,Peripherals
TXN_0000727,2023-08-12,CUST_00959,Headphones,6,Bank Transfer,France,0,20.0,11.0,5.0,No,244,1464,0.0,1464.0,1484.0,Accessories
TXN_0000217,2023-08-13,CUST_00338,Headphones,4,PayPal,UK,20,5.0,25.0,5.0,No,186,744,148.8,595.2,600.2,Accessories
TXN_0003819,2023-08-13,CUST_00886,Keyboard,6,Debit Card,UK,5,20.0,5.0,5.0,No,103,618,30.900000000000002,587.1,607.1,Peripherals
TXN_0001803,2023-08-13,CUST_00685,Laptop,4,Bank Transfer,USA,15,15.0,16.0,5.0,No,1091,4364,654.6,3709.4,3724.4,Electronics
TXN_0000189,2023-08-13,CUST_00328,Webcam,5,Debit Card,France,0,10.0,26.0,5.0,No,105,525,0.0,525.0,535.0,Peripherals
TXN_0000975,2023-08-13,CUST_00288,Screen Protector,7,Google Pay,India,0,20.0,20.0,3.0,No,114,798,0.0,798.0,818.0,Accessories
TXN_0000175,2023-08-13,CUST_00950,Keyboard,8,Credit Card,Germany,5,10.0,20.0,4.0,No,78,624,31.200000000000003,592.8,602.8,Peripherals
TXN_0001047,2023-08-13,CUST_00096,Screen Protector,9,Debit Card,UK,10,20.0,7.0,5.0,No,-9,-81,-8.1,-72.9,-52.900000000000006,Accessories
TXN_0001574,2023-08-14,CUST_00022,Speaker,6,Credit Card,UK,15,20.0,22.0,1.0,No,156,936,140.4,795.6,815.6,Accessories
TXN_0002578,2023-08-14,CUST_00583,Keyboard,6,Bank Transfer,Canada,0,5.0,6.0,4.0,Yes,138,828,0.0,828.0,833.0,Peripherals
TXN_0001532,2023-08-14,CUST_00155,Webcam,8,PayPal,Canada,0,5.0,15.0,4.0,No,111,888,0.0,888.0,893.0,Peripherals
TXN_0002198,2023-08-14,CUST_00270,Webcam,4,Credit Card,Canada,5,5.0,27.0,4.0,No,117,468,23.400000000000002,444.6,449.6,Peripherals
TXN_0001275,2023-08-14,CUST_00909,Microphone,9,Google Pay,USA,0,5.0,14.0,5.0,No,144,1296,0.0,1296.0,1301.0,Peripherals
TXN_0001518,2023-08-14,CUST_00101,Microphone,4,Google Pay,Australia,5,10.0,20.0,4.0,No,162,648,32.4,615.6,625.6,Peripherals
TXN_0000329,2023-08-14,CUST_00269,Smartphone,1,Bank Transfer,Japan,0,15.0,25.0,5.0,No,869,869,0.0,869.0,884.0,Electronics
TXN_0003017,2023-08-14,CUST_00952,Monitor,4,Bank Transfer,Canada,0,5.0,14.0,3.0,No,383,1532,0.0,1532.0,1537.0,Peripherals
TXN_0003832,2023-08-14,CUST_00184,USB Cable,7,Apple Pay,Canada,0,5.0,5.0,3.0,No,93,651,0.0,651.0,656.0,Accessories
TXN_0002930,2023-08-15,CUST_00121,Keyboard,8,PayPal,Germany,0,0.0,10.0,4.0,No,169,1352,0.0,1352.0,1352.0,Peripherals
TXN_0001352,2023-08-15,CUST_00821,Laptop,1,Bank Transfer,Japan,5,10.0,3.0,4.0,No,1026,1026,51.300000000000004,974.7,984.7,Electronics
TXN_0002479,2023-08-15,CUST_00789,Charger,1,Google Pay,Japan,0,0.0,11.0,5.0,No,62,62,0.0,62.0,62.0,Accessories
TXN_0001685,2023-08-15,CUST_00171,Hard Drive,5,Google Pay,USA,0,20.0,26.0,5.0,No,158,790,0.0,790.0,810.0,Storage
TXN_0003061,2023-08-15,CUST_00622,Hard Drive,6,PayPal,Australia,15,5.0,9.0,5.0,No,118,708,106.2,601.8,606.8,Storage
TXN_0002700,2023-08-15,CUST_00404,USB Cable,4,Bank Transfer,Canada,5,25.0,6.0,3.0,No,32,128,6.4,121.6,146.6,Accessories
TXN_0003754,2023-08-15,CUST_00486,Charger,9,Debit Card,Canada,5,20.0,27.0,4.0,No,23,207,10.350000000000001,196.65,216.65,Accessories
TXN_0003722,2023-08-15,CUST_00515,Laptop,6,Apple Pay,USA,0,0.0,7.0,5.0,No,1069,6414,0.0,6414.0,6414.0,Electronics
TXN_0002999,2023-08-15,CUST_00242,Monitor,7,Google Pay,Japan,0,25.0,2.0,,No,467,3269,0.0,3269.0,3294.0,Peripherals
TXN_0000294,2023-08-15,CUST_00712,USB Cable,1,Bank Transfer,Germany,0,15.0,24.0,3.0,No,-16,-16,-0.0,-16.0,-1.0,Accessories
TXN_0000671,2023-08-15,CUST_00876,Keyboard,3,Google Pay,Canada,0,10.0,4.0,4.0,No,210,630,0.0,630.0,640.0,Peripherals
TXN_0003492,2023-08-16,CUST_00193,Monitor,4,Google Pay,Japan,5,0.0,8.0,5.0,No,487,1948,97.4,1850.6,1850.6,Peripherals
TXN_0001081,2023-08-16,CUST_00201,Router,6,Google Pay,USA,15,20.0,14.0,1.0,No,241,1446,216.9,1229.1,1249.1,Networking
TXN_0002531,2023-08-16,CUST_00198,Mouse,4,Debit Card,USA,0,15.0,21.0,3.0,No,110,440,0.0,440.0,455.0,Peripherals
TXN_0003813,2023-08-16,CUST_00525,Monitor,6,PayPal,Germany,5,25.0,17.0,2.0,No,418,2508,125.4,2382.6,2407.6,Peripherals
TXN_0000914,2023-08-16,CUST_00787,USB Cable,4,Debit Card,UK,0,5.0,20.0,5.0,No,59,236,0.0,236.0,241.0,Accessories
TXN_0002822,2023-08-16,CUST_00337,Screen Protector,6,PayPal,India,5,5.0,27.0,5.0,No,100,600,30.0,570.0,575.0,Accessories
TXN_0002650,2023-08-17,CUST_00429,Charger,5,Bank Transfer,France,0,0.0,7.0,5.0,No,43,215,0.0,215.0,215.0,Accessories
TXN_0000669,2023-08-17,CUST_00583,Charger,7,PayPal,Australia,0,0.0,17.0,5.0,No,107,749,0.0,749.0,749.0,Accessories
TXN_0000949,2023-08-17,CUST_00278,Headphones,3,Apple Pay,Australia,0,0.0,5.0,4.0,No,204,612,0.0,612.0,612.0,Accessories
TXN_0001020,2023-08-17,CUST_00108,Microphone,4,Apple Pay,UK,0,5.0,,2.0,Yes,143,572,0.0,572.0,577.0,Peripherals
TXN_0001933,2023-08-17,CUST_00872,Screen Protector,5,Debit Card,India,10,20.0,29.0,3.0,No,73,365,36.5,328.5,348.5,Accessories
TXN_0001387,2023-08-17,CUST_00865,Monitor,7,Credit Card,Germany,0,10.0,29.0,5.0,No,486,3402,0.0,3402.0,3412.0,Peripherals
TXN_0000782,2023-08-17,CUST_00314,Speaker,6,Debit Card,UK,0,5.0,1.0,3.0,No,284,1704,0.0,1704.0,1709.0,Accessories
TXN_0001234,2023-08-17,CUST_00528,Screen Protector,2,Apple Pay,USA,0,15.0,1.0,1.0,No,51,102,0.0,102.0,117.0,Accessories
TXN_0000323,2023-08-18,CUST_00726,Speaker,7,Bank Transfer,UK,0,20.0,16.0,4.0,No,154,1078,0.0,1078.0,1098.0,Accessories
TXN_0004803,2023-08-18,CUST_00537,Router,9,Credit Card,USA,0,10.0,1.0,5.0,No,232,2088,0.0,2088.0,2098.0,Networking
TXN_0003783,2023-08-18,CUST_00849,Keyboard,2,PayPal,Australia,0,5.0,22.0,4.0,Yes,84,168,0.0,168.0,173.0,Peripherals
TXN_0002251,2023-08-18,CUST_00502,Tablet,1,PayPal,UK,0,0.0,12.0,4.0,No,589,589,0.0,589.0,589.0,Electronics
TXN_0004321,2023-08-18,CUST_00871,Microphone,6,Bank Transfer,USA,5,5.0,19.0,4.0,No,176,1056,52.800000000000004,1003.2,1008.2,Peripherals
TXN_0000603,2023-08-18,CUST_00556,Keyboard,5,Credit Card,Australia,0,10.0,23.0,5.0,No,81,405,0.0,405.0,415.0,Peripherals
TXN_0002669,2023-08-19,CUST_00117,Microphone,1,PayPal,Australia,5,10.0,14.0,5.0,No,136,136,6.800000000000001,129.2,139.2,Peripherals
TXN_0000898,2023-08-19,CUST_00285,Router,6,Google Pay,India,10,25.0,7.0,5.0,No,235,1410,141.0,1269.0,1294.0,Networking
TXN_0003612,2023-08-19,CUST_00958,Charger,2,Apple Pay,France,10,5.0,23.0,5.0,No,139,278,27.8,250.2,255.2,Accessories
